customerid,transactions,price,quantity,country,date
107,Bread,7,19,Canada,12/4/2023
512,"Eggs, Bread",36,19,United States,4/13/2022
476,Onions,91,20,United Kingdom,7/5/2024
668,"Cheese, Onions, Bread",61,19,Canada,1/15/2022
859,Oranges,62,12,United Kingdom,1/9/2021
420,Cereal,88,1,United States,8/28/2022
573,Bananas,35,3,Canada,6/15/2023
855,"Grapes, Bread, Rice, Tomatoes, Butter",70,2,Germany,12/27/2022
154,"Cereal, Apples, Oranges, Milk, Carrots",71,5,Canada,2/20/2023
120,"Carrots, Beef, Tomatoes, Cheese",2,9,Australia,9/9/2021
4,"Potatoes, Eggs",77,20,Canada,4/11/2022
367,"Oranges, Beef, Cereal",94,16,Germany,3/1/2021
490,Butter,13,11,Canada,9/3/2020
746,"Butter, Eggs, Tomatoes",11,20,United States,10/1/2022
296,"Apples, Potatoes, Butter",50,18,United States,12/10/2021
830,"Milk, Pasta, Beef, Tomatoes, Cheese",11,17,Australia,6/19/2024
981,"Tomatoes, Chicken",69,3,United Kingdom,9/1/2023
758,"Cereal, Milk, Oranges, Apples",25,11,Australia,7/17/2022
422,"Bread, Beef, Grapes, Tomatoes, Pasta",10,14,United Kingdom,4/18/2024
321,Chicken,96,16,Germany,9/9/2022
628,"Carrots, Milk, Lettuce",58,7,United Kingdom,11/7/2024
554,Tomatoes,35,16,Australia,2/14/2022
619,"Cheese, Beef, Eggs",35,17,Canada,2/25/2022
87,"Chicken, Apples, Cheese, Beef",71,15,Canada,1/26/2022
929,Milk,92,5,Germany,9/19/2022
392,"Bread, Tomatoes",86,6,Canada,2/22/2020
659,"Cereal, Carrots, Butter, Oranges",55,18,Germany,8/3/2020
476,"Oranges, Apples, Carrots, Bread, Butter",71,19,United States,10/14/2021
274,"Cereal, Potatoes, Bread, Fish, Tomatoes",2,18,United States,7/12/2020
621,"Carrots, Cereal",77,16,United Kingdom,7/10/2020
833,Eggs,78,15,Germany,4/26/2024
312,"Rice, Eggs",85,7,Canada,7/6/2020
646,"Onions, Tomatoes",21,11,Germany,10/17/2021
259,"Eggs, Milk, Onions, Tomatoes, Carrots",14,9,Germany,5/31/2022
166,"Tomatoes, Rice, Beef, Grapes, Apples",59,1,Canada,7/16/2023
383,"Milk, Pasta, Potatoes, Eggs, Cereal",91,13,Germany,10/17/2021
905,"Potatoes, Pasta, Onions, Chicken",67,20,United Kingdom,6/1/2024
744,"Pasta, Eggs, Butter, Grapes, Milk",32,7,Canada,7/9/2023
638,"Eggs, Butter, Milk, Lettuce, Apples",49,2,Germany,9/18/2024
316,Fish,78,11,Canada,3/10/2021
18,"Potatoes, Lettuce",32,13,United States,11/6/2022
181,Bread,64,7,United States,6/16/2022
69,"Rice, Tomatoes",34,7,Germany,3/6/2024
536,"Fish, Lettuce, Milk, Rice, Tomatoes",8,13,United States,8/15/2023
216,"Fish, Pasta",62,18,Germany,3/22/2023
258,Apples,94,14,Australia,10/25/2020
994,"Cheese, Grapes, Oranges, Apples",,,United Kingdom,9/18/2020
826,"Cheese, Bread, Potatoes, Rice, Carrots",3,12,United States,2/2/2020
78,"Milk, Fish, Eggs, Grapes, Beef",91,10,United Kingdom,6/10/2024
133,"Cereal, Fish",92,17,United Kingdom,2/14/2022
539,"Lettuce, Eggs",31,17,United States,6/27/2021
502,"Lettuce, Bread, Fish, Apples, Oranges",18,6,Canada,9/8/2020
64,"Cheese, Chicken, Milk",10,1,United States,8/5/2021
912,"Cereal, Pasta, Carrots, Grapes, Oranges",42,4,United Kingdom,6/18/2022
561,"Eggs, Onions, Fish, Bread, Chicken",25,17,Germany,12/30/2022
880,Grapes,51,11,Canada,9/27/2024
782,"Bananas, Rice",12,11,United Kingdom,8/12/2020
302,"Oranges, Milk, Eggs, Beef, Potatoes",99,1,United States,5/22/2020
238,"Pasta, Apples, Chicken, Carrots",56,4,United States,11/3/2024
465,"Potatoes, Butter, Eggs",98,15,Australia,11/22/2024
143,"Beef, Carrots, Grapes",49,18,United Kingdom,1/5/2024
391,"Onions, Rice, Bananas, Milk, Oranges",77,7,United States,5/2/2020
385,"Chicken, Lettuce, Bread, Bananas, Beef",93,14,United States,5/8/2023
546,"Tomatoes, Grapes",94,17,Australia,10/19/2024
692,"Oranges, Apples, Cereal, Potatoes",230,6,United States,4/28/2021
278,"Apples, Pasta, Oranges, Potatoes, Lettuce",60,5,Germany,5/25/2021
969,"Tomatoes, Rice, Onions, Cheese",82,17,Canada,3/23/2022
10,"Lettuce, Cereal, Butter",31,3,United Kingdom,4/14/2023
888,"Onions, Butter, Bread, Bananas",69,13,Canada,7/22/2024
461,"Grapes, Fish, Potatoes, Eggs, Butter",19,10,Canada,12/10/2022
227,Cheese,33,16,Australia,10/1/2024
627,"Chicken, Eggs",55,7,United States,6/6/2024
776,"Rice, Onions, Oranges, Grapes, Milk",7,2,United Kingdom,12/11/2021
34,"Chicken, Grapes, Carrots",69,16,Canada,12/26/2022
158,Butter,27,2,Canada,12/9/2024
610,Potatoes,70,13,United Kingdom,5/2/2020
972,"Apples, Grapes",38,3,United Kingdom,8/15/2020
218,"Beef, Lettuce, Tomatoes",41,5,Australia,4/18/2023
991,"Milk, Tomatoes, Potatoes, Fish, Rice",4,18,Australia,2/14/2024
898,"Lettuce, Potatoes, Carrots, Bread",30,11,Australia,1/27/2021
758,"Carrots, Grapes, Beef",12,3,Canada,9/2/2020
244,"Lettuce, Apples",35,19,United States,9/29/2022
540,"Grapes, Potatoes",93,19,Australia,3/29/2022
318,Pasta,17,8,United Kingdom,5/29/2021
221,Grapes,67,5,United States,9/18/2021
706,"Fish, Oranges, Pasta",46,12,Canada,1/18/2020
251,"Potatoes, Bread, Onions, Fish",97,2,Germany,8/3/2023
152,"Apples, Lettuce, Carrots, Potatoes",8,6,United States,3/18/2022
807,"Pasta, Bananas, Bread",39,2,Australia,9/1/2023
76,"Rice, Butter, Carrots",37,11,United States,7/11/2020
54,"Eggs, Potatoes, Apples, Tomatoes, Fish",,,United States,2/23/2023
732,"Bread, Milk, Tomatoes",32,11,Australia,11/12/2023
327,"Lettuce, Bananas",35,4,Canada,10/2/2022
207,"Beef, Pasta, Chicken",41,7,Australia,10/6/2024
229,"Onions, Bananas, Chicken",11,11,Canada,4/10/2020
859,Carrots,69,6,Australia,8/6/2021
558,Fish,40,13,Australia,12/14/2023
88,"Cereal, Eggs, Milk",89,13,Australia,9/18/2020
315,"Fish, Tomatoes, Apples, Carrots, Beef",19,15,Australia,5/29/2021
7,"Bread, Apples, Fish, Butter, Onions",19,12,Canada,12/14/2023
738,"Cereal, Rice, Bananas, Pasta",43,10,Canada,4/21/2024
401,"Onions, Pasta, Cheese, Butter",25,13,United Kingdom,5/10/2020
289,"Fish, Onions, Bread, Eggs, Pasta",60,18,United Kingdom,9/3/2022
159,"Apples, Carrots, Oranges",87,16,Germany,9/28/2023
984,"Potatoes, Rice, Lettuce, Pasta",38,13,Canada,6/16/2024
828,"Cheese, Carrots, Eggs, Tomatoes",98,5,Germany,12/5/2024
71,Oranges,18,11,Australia,10/27/2020
239,"Chicken, Apples, Cheese, Oranges, Onions",12,2,Australia,4/22/2020
878,Cheese,45,18,Australia,1/3/2023
811,"Butter, Fish",72,9,Canada,7/6/2023
368,"Eggs, Bread, Tomatoes",13,16,United States,11/20/2022
600,"Bread, Eggs, Lettuce",90,17,United States,12/28/2021
282,"Milk, Grapes, Eggs, Chicken, Butter",1,5,United Kingdom,1/15/2023
36,"Onions, Chicken, Cereal, Grapes",84,3,Germany,10/30/2023
839,"Potatoes, Lettuce, Cheese",13,8,United Kingdom,7/18/2021
482,"Milk, Eggs",21,6,Germany,1/16/2023
551,Oranges,6,10,Germany,3/7/2023
492,"Apples, Lettuce",49,16,United States,7/3/2021
243,"Milk, Onions, Bread, Apples, Cheese",16,12,United Kingdom,8/30/2020
209,"Fish, Rice, Beef, Grapes, Cheese",6,1,Germany,9/14/2020
545,Chicken,92,16,Canada,12/21/2022
11,"Rice, Pasta, Fish",86,9,United States,9/14/2020
945,"Rice, Milk, Bread, Chicken",30,4,Australia,5/14/2021
405,"Pasta, Carrots, Cheese, Onions, Cereal",39,1,Canada,2/18/2024
694,Carrots,78,5,United Kingdom,11/19/2023
417,"Milk, Eggs, Pasta",39,3,United States,12/24/2021
263,"Potatoes, Cheese, Cereal, Fish",36,10,Germany,7/27/2023
542,"Tomatoes, Bananas, Onions, Oranges, Bread",95,1,United Kingdom,3/6/2023
242,"Milk, Butter, Cheese, Bananas, Apples",70,10,Germany,11/2/2022
899,"Fish, Grapes",51,2,Germany,2/28/2022
331,"Cheese, Onions, Oranges, Apples, Tomatoes",9,5,United States,1/2/2021
908,"Carrots, Oranges, Potatoes, Eggs",55,11,United Kingdom,10/15/2022
524,"Cheese, Fish, Tomatoes",95,12,Germany,7/31/2022
159,"Pasta, Potatoes, Bananas",40,2,Germany,10/1/2021
894,"Lettuce, Apples, Beef, Cheese, Pasta",59,14,Germany,11/17/2022
326,"Potatoes, Bread, Bananas, Fish, Butter",50,5,Canada,11/22/2021
971,"Grapes, Oranges, Butter",36,1,United States,9/21/2020
292,"Potatoes, Bananas, Chicken, Onions, Fish",17,16,Canada,9/6/2024
135,"Bread, Rice, Apples",16,9,Australia,3/27/2024
434,Chicken,63,10,Australia,7/24/2023
432,"Lettuce, Milk, Beef, Grapes",52,7,United Kingdom,12/20/2020
543,"Fish, Bananas, Cereal, Milk",31,20,Germany,8/3/2023
980,"Onions, Apples",84,14,Australia,10/21/2024
162,"Carrots, Cheese, Grapes, Rice, Tomatoes",88,9,United Kingdom,2/25/2023
654,"Eggs, Bread, Butter",44,4,Germany,4/27/2021
575,"Oranges, Beef, Milk",89,9,Germany,9/21/2020
313,"Milk, Butter, Potatoes",77,11,United Kingdom,9/26/2020
400,Tomatoes,64,13,Germany,6/28/2020
443,"Milk, Rice, Bananas, Oranges",38,4,Australia,7/19/2021
164,"Bananas, Eggs, Beef, Onions, Bread",2,9,Australia,5/13/2021
779,"Milk, Beef, Apples",15,12,Canada,10/13/2021
233,Rice,53,3,Australia,8/26/2021
902,"Onions, Oranges, Chicken, Lettuce, Apples",81,18,Germany,8/22/2022
46,"Bananas, Chicken, Carrots",57,20,Germany,2/3/2023
593,Cereal,90,13,Australia,11/28/2024
792,Oranges,14,13,Canada,2/26/2020
570,"Bananas, Lettuce, Fish, Oranges, Tomatoes",65,17,United Kingdom,6/9/2023
172,"Cheese, Onions",19,12,Australia,10/14/2023
10,"Butter, Bread, Grapes",68,12,Australia,10/18/2023
538,"Pasta, Fish, Cereal",0,6,United Kingdom,12/27/2022
701,"Cereal, Eggs, Carrots, Onions, Potatoes",44,16,United States,12/26/2022
28,Apples,73,11,Canada,12/5/2024
318,"Potatoes, Bread, Beef",81,3,United Kingdom,4/2/2020
62,"Carrots, Cheese, Bananas, Pasta, Cereal",10,18,Australia,6/20/2023
934,"Onions, Chicken, Cereal",98,3,Canada,9/17/2020
917,"Cheese, Bread, Cereal",2,2,United States,8/21/2020
54,"Rice, Tomatoes, Chicken, Bananas",93,3,Australia,8/8/2023
776,"Pasta, Eggs, Milk, Cheese",54,2,Germany,4/5/2020
427,"Tomatoes, Apples",47,3,Canada,10/7/2021
767,Milk,39,7,United Kingdom,7/15/2022
347,"Butter, Onions, Pasta, Cereal, Bananas",79,3,United States,9/14/2021
780,"Milk, Butter, Carrots, Potatoes, Cereal",69,10,United States,7/18/2022
985,"Butter, Bread",39,10,Germany,7/9/2021
787,"Beef, Chicken, Eggs, Butter",26,16,United Kingdom,5/11/2020
499,Bananas,44,14,United Kingdom,9/11/2024
45,"Carrots, Cereal, Grapes",2,6,Canada,9/26/2020
739,Carrots,82,2,United Kingdom,12/17/2023
620,"Pasta, Milk, Rice, Butter",82,19,United Kingdom,12/8/2022
934,"Tomatoes, Eggs, Rice",71,7,United States,4/23/2022
68,"Rice, Bread, Cereal, Beef, Apples",29,9,United States,11/19/2021
396,Carrots,45,16,United States,4/30/2020
827,"Potatoes, Milk, Fish",38,17,United Kingdom,3/13/2022
464,"Tomatoes, Fish, Lettuce",78,5,Germany,5/7/2021
74,"Potatoes, Tomatoes, Milk, Apples, Eggs",34,18,Canada,5/2/2021
593,"Bread, Rice",79,8,Australia,10/3/2020
377,Oranges,23,15,United Kingdom,7/23/2023
797,"Carrots, Oranges, Fish, Tomatoes",28,11,Canada,12/24/2021
29,"Fish, Cereal, Onions",84,10,Canada,2/19/2024
692,Milk,33,12,Germany,11/18/2023
960,"Eggs, Beef, Lettuce",23,15,Australia,12/18/2020
915,"Eggs, Bananas, Cheese, Grapes",80,13,Australia,6/6/2022
643,Onions,11,4,United Kingdom,4/19/2021
666,"Chicken, Lettuce, Cereal, Potatoes",58,15,United Kingdom,5/26/2020
53,"Potatoes, Rice, Bread",20,13,Canada,5/12/2023
79,"Cereal, Lettuce, Butter, Pasta, Cheese",40,4,Canada,12/10/2022
103,"Apples, Pasta, Grapes",48,8,Germany,2/13/2021
433,Potatoes,54,7,Canada,6/12/2023
363,"Tomatoes, Carrots, Oranges",70,10,United States,10/31/2021
630,"Bananas, Butter",45,9,United Kingdom,3/2/2022
6,"Lettuce, Tomatoes",3,7,United States,7/10/2023
879,"Eggs, Carrots, Apples, Butter, Lettuce",28,2,Germany,9/6/2020
970,"Bread, Cheese, Lettuce, Carrots, Eggs",30,18,Germany,2/4/2022
856,Fish,24,2,Canada,12/23/2022
783,Rice,6,18,Germany,9/26/2020
723,"Pasta, Milk",4,10,Germany,2/8/2020
261,"Milk, Lettuce",60,13,United States,2/7/2023
40,"Beef, Bananas, Fish, Bread",15,18,Germany,10/27/2023
424,"Milk, Beef, Grapes, Bananas, Apples",71,16,United States,10/20/2020
790,Chicken,24,8,Canada,4/12/2021
75,Oranges,49,7,United Kingdom,7/3/2020
440,"Apples, Bananas, Carrots, Onions",24,3,Germany,5/12/2021
98,"Fish, Cereal, Chicken, Tomatoes, Butter",30,11,United States,1/26/2023
627,"Potatoes, Bread, Oranges, Tomatoes, Lettuce",70,20,United Kingdom,8/12/2022
635,"Milk, Beef",64,14,Australia,10/9/2024
827,"Cheese, Fish, Potatoes",80,6,United Kingdom,6/30/2024
139,"Pasta, Butter, Cheese, Carrots",54,12,United States,4/10/2021
214,"Pasta, Cereal, Grapes",37,13,Germany,5/25/2020
698,"Onions, Bread",45,10,United States,7/30/2023
830,"Grapes, Pasta, Fish",66,6,United Kingdom,6/3/2024
731,"Apples, Beef, Cereal",89,17,Australia,3/19/2024
254,"Potatoes, Rice, Carrots, Bread, Chicken",,,Germany,5/7/2024
648,Pasta,57,5,Canada,10/4/2022
247,"Bananas, Cereal, Potatoes, Oranges",88,19,Canada,3/1/2022
523,"Oranges, Cereal, Fish, Bananas",40,2,Australia,1/29/2021
133,"Potatoes, Lettuce, Onions, Eggs, Cheese",95,14,United Kingdom,6/10/2023
20,"Beef, Eggs, Bread, Bananas, Tomatoes",73,16,United States,12/9/2023
163,Rice,32,9,Germany,8/9/2023
256,"Lettuce, Butter, Apples, Bananas",22,5,Germany,7/16/2024
713,"Pasta, Carrots, Bread",93,3,Canada,2/2/2021
750,"Fish, Eggs, Lettuce, Pasta",83,13,United Kingdom,10/30/2023
95,"Cereal, Apples",17,8,Australia,5/31/2021
652,"Grapes, Carrots, Milk, Oranges, Butter",43,14,Canada,6/23/2023
96,"Carrots, Cereal, Cheese, Bananas",71,8,Germany,1/23/2022
368,Eggs,26,6,United States,10/31/2022
782,"Grapes, Oranges, Eggs",50,7,Canada,8/19/2024
419,Rice,29,17,Australia,3/3/2022
890,"Oranges, Milk, Pasta, Eggs",49,8,United States,1/30/2024
490,"Oranges, Rice",97,3,United States,2/7/2020
443,Rice,40,11,Germany,9/4/2020
728,"Fish, Carrots, Onions, Bananas",6,4,Canada,1/3/2021
731,"Carrots, Rice, Chicken, Bread",48,4,Australia,4/20/2022
825,Chicken,22,12,Canada,1/9/2021
734,Potatoes,12,4,United States,8/15/2023
958,Beef,25,18,Germany,7/27/2024
520,"Grapes, Rice, Cereal",14,8,United Kingdom,9/28/2022
772,"Bananas, Onions",23,1,United States,3/14/2023
375,"Rice, Oranges, Butter, Apples, Cereal",14,5,Germany,1/1/2022
695,"Onions, Eggs, Bananas, Cereal",93,14,Canada,9/10/2024
976,"Grapes, Bananas, Fish, Carrots, Bread",,,Australia,2/1/2022
711,Cereal,12,13,Germany,8/9/2020
422,"Milk, Cereal, Onions",7,19,United States,2/12/2024
874,"Rice, Tomatoes",21,18,Australia,2/12/2020
784,Onions,18,13,United States,3/3/2020
984,"Eggs, Pasta, Onions, Oranges, Bread",21,2,Canada,5/17/2023
550,"Bananas, Chicken, Butter, Oranges",16,18,Germany,10/2/2021
705,"Cereal, Fish, Rice, Bananas",4,7,Canada,2/16/2024
848,"Fish, Bananas",700,19,Canada,5/16/2021
199,"Grapes, Milk, Tomatoes, Apples, Fish",47,17,Germany,3/10/2020
322,"Chicken, Beef, Cheese, Lettuce, Butter",10,8,Canada,12/5/2022
907,"Apples, Oranges, Bread",39,2,Canada,10/26/2020
656,"Milk, Grapes, Eggs",71,20,Australia,11/6/2023
700,"Onions, Cereal, Butter, Pasta, Tomatoes",88,3,Germany,10/3/2023
159,Cheese,45,8,Canada,1/9/2024
218,"Cereal, Oranges, Lettuce, Cheese, Onions",64,19,Germany,4/26/2023
776,"Oranges, Butter, Grapes, Tomatoes, Carrots",88,7,Australia,11/6/2020
737,"Fish, Carrots, Grapes",76,2,United Kingdom,11/18/2021
402,"Onions, Apples, Oranges",50,2,Canada,7/19/2022
43,"Lettuce, Onions, Chicken, Eggs, Cereal",24,5,Australia,10/2/2022
427,"Lettuce, Beef, Potatoes",20,10,Canada,9/20/2022
817,"Beef, Apples",11,13,Canada,9/13/2022
840,"Lettuce, Pasta, Tomatoes, Cereal",43,1,Germany,12/6/2023
391,"Bananas, Milk, Apples, Beef",86,12,United States,7/11/2022
676,"Eggs, Grapes, Bread",27,9,Australia,3/1/2020
861,"Bread, Cheese",43,3,United States,4/6/2022
249,"Cereal, Milk, Onions, Bananas",75,15,Australia,6/19/2022
743,"Cheese, Bread",73,4,United Kingdom,6/8/2022
270,"Apples, Eggs",410,15,Australia,5/29/2020
94,"Cheese, Beef, Chicken, Milk, Onions",77,19,United States,11/17/2022
290,"Pasta, Tomatoes",90,1,United Kingdom,6/11/2020
878,"Cereal, Bread",83,18,United Kingdom,3/1/2021
752,"Fish, Rice, Bread",20,19,Germany,2/16/2024
692,Chicken,87,20,Australia,10/13/2023
354,"Butter, Milk",43,13,United States,8/26/2020
882,"Lettuce, Chicken",20,11,United Kingdom,3/1/2024
86,"Onions, Tomatoes",83,12,United Kingdom,8/23/2020
762,"Onions, Chicken",,,United States,6/18/2021
595,Oranges,64,5,Germany,7/6/2022
465,"Milk, Butter, Cheese, Rice",16,10,Canada,6/17/2022
41,Carrots,82,7,United States,4/19/2020
586,"Rice, Cheese, Beef",43,15,Canada,3/23/2020
962,"Bananas, Oranges, Milk, Onions, Lettuce",0,6,Australia,6/22/2020
495,"Fish, Lettuce, Butter, Bananas, Bread",43,2,Australia,1/9/2020
202,"Apples, Butter",87,9,United States,11/24/2023
539,"Cereal, Carrots, Beef",53,14,Australia,5/25/2021
746,"Potatoes, Grapes, Pasta, Cheese",13,7,Canada,3/18/2022
194,"Carrots, Chicken",74,8,Germany,10/29/2024
253,"Fish, Butter, Apples, Onions",30,7,Australia,10/4/2022
310,"Potatoes, Fish, Lettuce",51,13,Germany,3/17/2021
388,"Chicken, Apples",,,United Kingdom,12/27/2023
991,"Fish, Bread, Milk",,,Australia,10/2/2022
641,"Bananas, Beef, Tomatoes, Chicken, Eggs",51,15,Canada,6/13/2021
862,"Cereal, Oranges, Potatoes, Carrots",9,18,United States,5/16/2024
292,Rice,46,19,United Kingdom,8/12/2021
633,Cereal,97,6,United States,5/23/2023
819,"Onions, Butter",24,18,United States,10/9/2024
831,"Cereal, Carrots, Beef, Chicken",60,1,Australia,4/24/2024
74,Beef,61,9,Australia,4/4/2023
99,"Grapes, Potatoes, Fish, Carrots, Onions",55,11,Germany,8/7/2024
916,"Oranges, Apples, Carrots",41,11,Canada,12/28/2023
220,Apples,33,16,Germany,1/2/2023
69,Pasta,66,15,Germany,3/24/2020
307,"Tomatoes, Onions",67,7,Germany,8/27/2022
353,"Beef, Carrots, Cereal, Milk, Pasta",22,1,Canada,4/30/2021
847,Fish,88,19,Germany,1/9/2023
818,"Grapes, Milk, Onions, Rice, Fish",60,3,Australia,8/5/2024
928,"Onions, Cereal",96,3,Canada,4/15/2023
821,Fish,92,2,Canada,8/6/2023
180,"Onions, Carrots, Milk, Bananas",99,2,United States,11/16/2021
179,"Chicken, Apples",11,8,Canada,6/12/2023
385,"Pasta, Apples, Bread, Oranges",37,8,Germany,8/22/2021
28,"Beef, Tomatoes, Grapes",15,13,Germany,12/11/2023
10,"Potatoes, Pasta, Chicken",22,1,Canada,7/20/2021
326,Milk,79,8,Germany,2/8/2024
60,"Cheese, Grapes, Potatoes, Fish, Butter",27,9,United Kingdom,12/20/2023
605,"Pasta, Carrots, Potatoes, Apples, Cheese",,,United Kingdom,4/23/2021
962,"Cheese, Onions, Chicken, Apples",86,15,Canada,4/18/2021
739,Butter,72,7,United States,5/6/2022
913,"Apples, Beef, Bananas",35,5,United States,7/28/2023
344,"Bananas, Lettuce, Apples, Pasta, Milk",3,6,Germany,9/25/2021
746,"Lettuce, Chicken, Milk, Tomatoes",680,3,Australia,2/8/2021
974,"Grapes, Bananas, Cereal, Oranges, Tomatoes",32,2,Canada,4/13/2023
505,"Pasta, Cereal, Oranges, Rice",19,12,Australia,4/7/2020
782,"Beef, Apples, Potatoes",43,13,Australia,7/27/2023
203,"Carrots, Tomatoes",58,18,United States,12/23/2020
341,Butter,56,7,Australia,5/20/2024
758,"Bread, Chicken, Potatoes",69,2,Canada,2/13/2021
937,"Onions, Butter",18,20,Australia,10/11/2024
260,"Grapes, Rice",39,15,Germany,2/19/2022
486,"Bananas, Pasta",45,11,Germany,5/9/2022
289,"Rice, Apples",25,1,Canada,7/17/2020
464,"Chicken, Rice, Oranges",84,16,Germany,9/6/2020
512,"Cereal, Grapes, Onions, Chicken",34,2,Germany,4/17/2022
736,"Rice, Bananas, Carrots, Eggs",51,2,United States,1/19/2023
506,Apples,27,3,United Kingdom,9/3/2020
178,"Bread, Potatoes, Rice, Eggs, Apples",87,3,United States,7/9/2022
70,"Butter, Fish, Cereal, Beef, Apples",64,1,Germany,7/16/2024
359,"Bananas, Tomatoes, Grapes",83,15,United Kingdom,2/12/2021
266,"Cheese, Cereal, Milk, Carrots",98,6,United States,4/11/2021
674,"Fish, Beef, Oranges, Rice",59,7,United States,4/24/2021
49,"Chicken, Onions, Carrots",82,18,Canada,1/18/2021
685,Lettuce,,,Canada,2/18/2020
887,"Bread, Butter, Oranges, Tomatoes, Eggs",44,17,Australia,1/27/2020
557,Oranges,14,8,United States,10/12/2023
421,"Eggs, Pasta, Chicken",92,13,United Kingdom,5/31/2022
807,"Bananas, Lettuce, Chicken",85,19,United States,10/20/2024
188,"Cereal, Cheese, Eggs",29,1,United States,3/9/2022
854,"Eggs, Potatoes, Grapes, Cheese, Butter",2,3,Australia,5/5/2020
986,"Milk, Potatoes, Fish, Bread, Oranges",51,5,Germany,3/26/2022
207,"Apples, Lettuce, Rice",67,6,Canada,8/21/2024
429,"Bananas, Butter, Rice, Bread",11,8,United States,5/9/2020
621,"Onions, Cheese",12,20,Germany,10/7/2023
401,"Onions, Beef, Oranges, Cheese, Carrots",51,7,Australia,10/28/2021
231,"Tomatoes, Grapes",79,17,Australia,5/9/2024
364,"Onions, Potatoes, Cheese, Apples",68,1,Australia,1/13/2020
240,"Rice, Cheese",37,10,United States,4/11/2023
458,"Rice, Cheese, Bananas, Oranges, Tomatoes",94,12,Canada,7/3/2023
472,Apples,44,18,United Kingdom,6/17/2022
965,"Tomatoes, Rice",41,14,Canada,3/31/2024
607,"Bread, Grapes, Onions, Chicken, Cereal",32,4,Australia,9/1/2022
832,"Beef, Rice, Lettuce, Eggs, Potatoes",37,11,United States,9/28/2021
780,"Beef, Grapes, Fish, Cereal, Lettuce",84,20,Australia,4/14/2022
880,"Rice, Beef, Bananas, Carrots, Cereal",56,11,United Kingdom,4/28/2021
907,Bananas,8,9,Canada,11/5/2021
526,"Potatoes, Carrots, Milk, Cereal, Grapes",96,5,Germany,9/23/2020
101,Bananas,90,14,Germany,6/1/2023
1,"Tomatoes, Beef, Fish, Cheese, Carrots",57,17,United Kingdom,4/27/2024
361,"Carrots, Pasta",45,2,Canada,10/9/2024
473,"Cheese, Beef, Eggs, Bread",19,17,United States,10/12/2023
714,"Grapes, Apples",9,5,Germany,7/14/2024
375,"Pasta, Rice",30,20,Australia,8/7/2022
655,"Pasta, Eggs, Onions",22,3,Australia,12/7/2023
350,"Fish, Lettuce",50,16,Canada,10/3/2020
257,"Milk, Carrots",67,15,Canada,1/15/2024
564,Onions,25,14,Australia,1/27/2021
